officer_id,age,gender,marital_status,rank,unit,years_of_service,avg_weekly_hours,night_shift_ratio,overtime_hours_month,critical_incidents_last_year,trauma_exposure_index,sick_days_last_year,internal_complaints_last_2y,duty_satisfaction,work_env_rating,work_life_balance,mental_health_risk_flag,base_pay_band,promotion_last_3y,transfer_last_2y,posted_in_high_risk_area,attrition
2829,31,Male,Married,Constable,Patrol,5.3,59.44927702230373,0.32,19.219977919732873,2,1.44,4,0,2,5,4,0,Medium,1,0,0,0
2830,40,Male,Single,SP+,Patrol,35.0,52.24036435113645,0.38,22.305406509479322,0,0.0,3,0,3,3,4,0,Low,1,0,0,0
2831,32,Female,Single,Assistant Sub-Inspector,Traffic,12.6,60.21887902889606,0.64,48.80013578532425,2,2.41,5,0,4,2,2,0,Low,0,0,1,0
2832,48,Male,Married,Inspector,Investigation,16.7,61.28105388930296,0.42,29.384114356881796,3,2.11,5,0,2,3,4,0,Low,0,1,0,0
2833,40,Male,Married,Inspector,Cyber Crime,28.4,52.66935283183065,0.85,23.830187324917752,3,3.62,1,0,2,4,5,0,Very High,0,0,0,0
2834,34,Male,Married,Constable,Traffic,0.5,61.302928026355545,0.25,36.88043810403316,5,6.44,5,0,4,4,4,0,Medium,0,0,1,0
2835,44,Female,Married,Constable,Patrol,10.0,64.22858348589875,0.24,45.98715200471403,4,5.26,4,0,5,3,3,1,Very High,0,0,0,0
2836,30,Female,Divorced,Head Constable,Investigation,35.0,59.86516924656549,0.5,42.90245672771023,3,4.0,8,0,1,3,3,0,High,0,0,0,1
2837,31,Male,Married,Head Constable,Anti-Terror,3.1,70.94074001134062,0.13,25.480913123015558,8,10.07,1,0,3,3,1,0,Medium,0,0,0,0
2838,47,Male,Married,Constable,Investigation,0.5,56.24620129411219,0.4,28.88443482651683,2,2.07,9,1,5,5,1,0,Low,0,1,0,0
2839,26,Male,Single,Constable,Special Operations,0.5,54.355739616084804,0.81,30.133301909050743,5,10.42,5,0,2,1,1,0,High,0,0,1,0
2840,35,Male,Married,Assistant Sub-Inspector,Special Operations,11.3,59.98034587057213,0.43,41.35669672012565,2,6.91,8,1,4,2,3,0,High,0,1,0,0
2841,33,Male,Single,Constable,Women & Child Protection,1.4,44.86231700402757,0.08,27.445301885837324,8,11.07,9,0,3,3,1,0,Low,0,1,0,0
2842,30,Male,Married,Constable,Investigation,6.3,49.45792851188143,0.21,40.72164052335113,4,3.7,5,0,3,4,5,1,Low,0,0,0,0
2843,44,Male,Married,Constable,Traffic,3.1,65.5052543717161,0.18,13.140101678824974,1,1.55,4,0,2,5,4,0,Medium,0,0,0,0
2844,43,Male,Divorced,Head Constable,Traffic,16.4,46.17660959428599,0.38,30.587005670281844,2,3.11,8,1,2,4,2,0,Low,0,0,1,0
2845,41,Male,Married,Assistant Sub-Inspector,Anti-Terror,12.9,68.54489049978972,0.54,58.511692938765826,7,15.0,4,0,2,1,5,0,Low,1,0,1,1
2846,36,Female,Single,Head Constable,Patrol,12.1,70.37350130180647,0.33,21.20446257927369,0,0.0,6,0,4,2,2,0,Low,0,0,0,0
2847,41,Male,Married,Sub-Inspector,Traffic,25.9,67.53902960746547,0.21,51.02669766231999,1,0.76,4,0,5,4,3,0,Medium,0,0,0,0
2848,21,Male,Single,Constable,Intelligence,0.9,58.166301893386205,0.31,14.34515216358396,1,0.85,7,0,1,5,2,0,High,0,1,0,0
2849,33,Male,Divorced,Constable,Investigation,0.8,43.83210753796945,0.06,58.48227513415474,3,3.06,3,0,1,2,1,0,Low,0,1,0,0
2850,36,Female,Single,Constable,Investigation,1.9,55.493429655466244,0.36,20.54026730584733,7,10.79,14,1,3,3,4,1,High,1,0,0,1
2851,31,Male,Married,Deputy SP,Patrol,17.1,55.01919716704367,0.71,26.19714066121567,0,0.0,10,0,3,3,1,0,Low,1,0,0,1
2852,37,Male,Married,Constable,Patrol,0.5,68.4889609794845,0.36,28.125821625527976,0,0.0,7,0,4,2,5,0,Medium,0,0,0,0
2853,55,Male,Married,Head Constable,Special Operations,9.2,57.89140995882549,0.18,22.744033378318488,5,10.81,4,0,3,4,2,0,Medium,1,0,0,0
2854,37,Male,Widowed,Inspector,Traffic,12.8,52.600850781386775,0.26,36.68170265027875,2,2.13,7,0,2,4,2,1,High,0,0,0,1
2855,39,Male,Divorced,Head Constable,Patrol,4.6,76.84934044634207,0.57,26.982411936345375,2,2.15,6,1,4,4,4,0,High,0,0,1,0
2856,38,Male,Married,Sub-Inspector,Anti-Terror,20.4,47.4626820864887,0.35,47.90790674069448,7,11.79,3,0,5,4,3,0,Medium,1,0,0,0
2857,26,Female,Divorced,Constable,Traffic,0.7,49.14999030586367,0.32,28.286267895384242,2,2.61,12,0,4,5,3,0,Low,0,0,1,0
2858,24,Male,Married,Sub-Inspector,Special Operations,26.6,50.32205020333076,0.47,22.83920643739088,3,6.43,6,0,4,3,4,0,Medium,1,0,0,0
2859,23,Male,Divorced,Constable,Patrol,7.4,48.19003351625865,0.66,32.7219283804544,1,0.86,5,1,3,5,2,0,Medium,0,1,0,0
2860,38,Male,Married,Deputy SP,Special Operations,35.0,49.60796845756997,0.49,33.49384804295495,3,4.04,5,0,2,3,4,0,Low,0,1,1,0
2861,21,Female,Married,Constable,Anti-Terror,3.0,51.3568932953312,0.25,21.969432430874708,4,6.0,6,1,4,3,2,0,Low,1,0,1,0
2862,41,Female,Married,Deputy SP,Women & Child Protection,35.0,62.476418554951636,0.27,50.55202921254557,2,2.88,2,0,1,2,1,0,Medium,0,1,0,0
2863,34,Male,Single,Assistant Sub-Inspector,Traffic,7.0,65.71462823166743,0.58,19.0622176118244,3,4.72,3,0,4,3,5,0,Low,0,0,1,0
2864,40,Male,Divorced,Deputy SP,Patrol,12.3,57.483682397920944,0.08,29.429913247980462,2,3.09,1,0,2,1,4,0,High,0,0,1,1
2865,25,Male,Single,Head Constable,Investigation,23.6,39.14226070528091,0.18,35.06282393496108,1,1.54,5,0,4,4,4,0,Low,1,1,0,0
2866,48,Female,Single,Constable,Patrol,3.3,59.64254976532,0.52,28.97539627356003,3,2.63,6,1,2,4,4,0,Low,0,1,0,0
2867,36,Male,Single,Head Constable,Traffic,13.2,50.240588932281355,0.3,9.346146585291038,0,0.0,3,0,2,4,1,1,Low,1,0,0,0
2868,21,Female,Married,Inspector,Patrol,23.8,59.24662949256072,0.24,54.49045366236402,0,0.0,7,0,5,5,5,0,Medium,1,1,0,0
2869,46,Female,Married,SP+,Investigation,18.9,64.54051040237943,0.4,20.150839683361184,3,2.8,5,0,3,4,1,0,Medium,1,0,1,0
2870,26,Male,Married,Head Constable,Patrol,12.3,58.05686837367359,0.22,60.17315671426306,1,0.79,6,0,5,4,4,0,Medium,0,0,1,0
2871,26,Female,Married,Head Constable,Traffic,6.3,59.98162736700141,0.2,19.91146086482126,1,0.73,9,0,5,4,3,0,Medium,0,0,1,0
2872,26,Male,Single,Deputy SP,Patrol,16.9,70.24422142953125,0.32,52.72514508071421,3,4.77,10,1,4,3,2,1,Very High,0,1,0,0
2873,34,Male,Single,Inspector,Traffic,35.0,50.457940455643126,0.53,21.62962069279752,2,2.06,6,0,5,3,3,0,High,0,0,0,0
2874,41,Male,Married,Constable,Anti-Terror,5.9,72.4383195233486,0.3,34.755160957238004,8,11.96,4,0,1,2,4,0,Low,0,0,0,0
2875,40,Male,Married,Constable,Intelligence,6.3,53.40387223271981,0.42,35.07829500903262,3,3.88,4,1,3,2,5,0,Medium,0,0,0,1
2876,56,Male,Divorced,Head Constable,Patrol,4.5,41.23894225479689,0.36,28.357339165322724,4,6.22,7,1,2,2,2,0,Low,0,1,0,0
2877,31,Male,Married,Head Constable,Patrol,27.0,48.607720396926126,0.43,9.606455798910098,1,1.0,7,0,3,3,2,0,Very High,0,1,1,0
2878,32,Female,Married,Head Constable,Patrol,12.4,48.37875036741032,0.66,25.14542333451022,3,4.57,11,0,1,3,1,1,Medium,0,1,1,1
2879,25,Male,Married,Constable,Investigation,4.6,43.87321922279535,0.04,39.18425028009288,2,2.93,11,0,5,3,3,1,Low,0,0,0,0
2880,27,Male,Married,Head Constable,Patrol,3.9,63.758553685616775,0.71,33.3362897397074,2,1.81,6,0,4,3,5,0,Low,1,0,0,0
2881,45,Male,Married,Head Constable,Cyber Crime,10.0,56.73987314584509,0.16,35.19787384633698,1,1.17,4,0,2,4,2,0,Low,0,1,0,1
2882,32,Male,Single,Assistant Sub-Inspector,Traffic,5.2,65.07168145778535,0.36,32.654779835394564,3,2.47,6,1,1,4,3,0,Very High,0,0,1,0
2883,40,Male,Married,Deputy SP,Intelligence,35.0,49.9997651137597,0.39,35.33970599982479,1,1.36,7,0,3,2,2,0,Low,0,0,0,1
2884,36,Male,Divorced,Assistant Sub-Inspector,Patrol,26.1,58.81974559857376,0.54,52.19856436380506,3,4.25,5,0,3,4,1,1,Medium,0,0,0,1
2885,28,Male,Married,Constable,Special Operations,1.1,44.1417637867042,0.18,38.74320624204744,6,10.06,10,0,3,1,3,0,Low,0,0,0,0
2886,29,Male,Married,Constable,Patrol,12.4,52.525720667987905,0.51,44.24176954608474,2,1.86,7,0,3,2,1,0,Medium,0,1,1,1
2887,21,Male,Divorced,Constable,Investigation,11.4,53.18274656634343,0.47,26.748976668261992,5,6.74,11,0,2,1,4,0,High,0,0,1,1
2888,34,Male,Married,Constable,Patrol,0.9,71.29250528887356,0.53,56.64678394250758,1,1.39,6,0,3,2,2,0,Low,0,0,0,0
2889,37,Male,Married,Inspector,Traffic,15.6,52.38675066252918,0.66,48.54801416940035,2,2.21,8,0,5,1,1,0,High,1,0,0,0
2890,34,Female,Married,Constable,Investigation,3.2,48.49418049701019,0.41,21.9804146217388,5,6.2,6,1,1,2,3,0,High,0,1,1,0
2891,44,Male,Married,Assistant Sub-Inspector,Investigation,7.4,54.30209657778651,0.23,7.259850215195008,5,4.18,11,1,5,2,3,0,Low,0,1,0,0
2892,25,Female,Married,Head Constable,Patrol,6.3,62.15492596552978,0.33,28.147289329493162,2,2.4,3,0,3,5,1,0,High,0,0,0,0
2893,36,Male,Married,Sub-Inspector,Traffic,7.3,65.52923593552607,0.29,30.502471088689795,4,4.22,12,0,2,2,4,1,Medium,0,0,0,0
2894,28,Female,Married,Head Constable,Intelligence,14.3,44.08107684967659,0.53,21.15117008439551,1,1.44,6,0,4,4,2,0,Medium,0,1,0,0
2895,39,Male,Single,Head Constable,Intelligence,7.5,58.36859749072052,0.22,4.371229189007235,1,1.23,8,1,4,3,4,0,Medium,0,1,0,1
2896,29,Female,Married,Sub-Inspector,Special Operations,31.0,47.101025037666545,0.4,23.301929914532103,1,6.03,6,1,2,3,3,0,Medium,0,0,0,0
2897,43,Male,Single,Constable,Intelligence,5.7,54.488391254831974,0.49,21.96819480205225,3,2.18,2,0,5,5,5,0,Medium,1,0,1,0
2898,41,Male,Married,Assistant Sub-Inspector,Investigation,6.8,56.14535140778773,0.51,29.784769789685875,5,6.73,6,0,3,2,3,1,Low,1,0,0,0
2899,39,Male,Married,SP+,Patrol,31.8,42.32855014904,0.58,44.30369131916296,5,6.69,6,0,5,3,2,1,Low,0,0,0,0
2900,38,Male,Single,Constable,Traffic,0.5,42.88415405090966,0.16,18.676388550052774,4,3.62,7,2,4,4,4,0,Medium,0,0,0,0
2901,38,Female,Married,Deputy SP,Investigation,35.0,50.4954629148777,0.51,22.55611172187778,6,6.31,8,0,3,5,3,0,Medium,0,0,1,0
2902,39,Male,Married,Inspector,Cyber Crime,16.4,52.405683261298215,0.47,5.9185650134316035,0,0.0,10,0,3,3,3,0,Low,0,1,0,0
2903,40,Male,Married,Head Constable,Women & Child Protection,5.7,54.44405383489173,0.61,24.135612573695106,4,7.68,6,0,1,2,1,0,Low,0,1,1,1
2904,33,Male,Single,Constable,Patrol,1.5,60.62420091380793,0.59,21.242664343490983,1,1.31,4,1,4,5,3,0,Low,0,0,0,0
2905,27,Female,Married,Specialized Tactical,Investigation,6.0,45.912815903389046,0.37,36.44296123224383,5,6.53,9,1,5,3,2,0,Medium,1,1,1,1
2906,36,Male,Divorced,Head Constable,Patrol,11.3,58.13020938494569,0.57,34.882422203946405,3,3.39,2,0,1,5,4,0,Medium,0,0,0,0
2907,40,Male,Married,Constable,Cyber Crime,4.3,56.2698072827379,0.19,14.647857217960201,0,0.0,9,0,5,4,3,0,Low,0,0,0,1
2908,40,Male,Single,Sub-Inspector,Patrol,21.6,52.48317437229663,0.16,45.163986559247455,3,4.47,5,0,3,1,1,0,Medium,0,0,0,0
2909,50,Male,Single,Constable,Special Operations,1.3,54.55156991177877,0.55,54.67019955210925,4,6.66,10,1,4,3,4,1,Low,0,0,0,0
2910,32,Female,Single,Head Constable,Investigation,22.1,64.86004695815257,0.38,66.10635702949834,6,7.79,8,0,5,3,2,0,Low,0,1,0,0
2911,25,Male,Married,Constable,Investigation,1.5,35.0,0.46,50.18300695445721,1,0.95,8,0,1,1,1,0,Medium,0,1,0,1
2912,32,Male,Married,Head Constable,Patrol,5.3,60.334691857854196,0.57,43.05773637467788,0,0.0,4,1,4,3,3,0,Medium,1,0,0,0
2913,33,Male,Married,Head Constable,Anti-Terror,23.4,43.251481185561126,0.36,15.993599101571405,7,9.27,4,2,3,3,2,1,Medium,0,1,0,0
2914,30,Male,Widowed,Constable,Intelligence,1.1,51.131997485489485,0.58,28.627951256801126,2,2.5,9,0,5,4,1,1,Medium,0,0,1,0
2915,28,Male,Single,Constable,Cyber Crime,17.6,44.17663322520427,0.63,18.317346911041078,3,4.65,10,0,2,4,3,0,High,0,0,1,0
2916,35,Female,Married,Inspector,Intelligence,32.5,61.60451347323337,0.64,18.853756344896496,3,2.27,5,0,3,3,5,1,Low,1,0,0,0
2917,35,Male,Married,Constable,Intelligence,0.6,58.22001344775545,0.18,34.22791109783603,2,3.07,8,0,2,4,1,0,Medium,1,0,0,0
2918,28,Female,Divorced,Deputy SP,Intelligence,35.0,51.951022439567396,0.24,46.42308729423693,4,4.07,5,1,2,3,4,0,Medium,0,0,0,0
2919,27,Male,Married,SP+,Patrol,18.5,57.5285570407481,0.38,36.26272625090803,0,0.0,12,0,1,5,2,0,Low,1,0,1,0
2920,39,Male,Widowed,Inspector,Cyber Crime,12.1,55.71248549684918,0.46,12.6397941892082,3,2.28,7,0,4,2,2,0,Low,0,1,0,0
2921,40,Male,Married,Constable,Special Operations,15.9,39.53531323349613,0.49,33.57724240373579,3,4.72,5,0,3,4,3,0,Low,0,0,0,0
2922,29,Male,Single,Constable,Traffic,0.5,57.53861672269919,0.69,27.41235803439527,2,2.05,7,0,3,2,3,0,Very High,1,1,1,0
2923,35,Female,Married,Constable,Investigation,1.5,47.43946480702471,0.66,11.136259649822307,2,2.88,4,1,3,4,2,1,Very High,0,0,1,0
2924,40,Male,Married,Head Constable,Patrol,12.5,59.27973159639147,0.18,17.485771318627602,2,3.2,7,0,4,3,2,0,Low,0,0,0,0
2925,37,Male,Divorced,Inspector,Patrol,35.0,58.58663655419223,0.3,16.406049906713832,0,0.0,3,0,3,3,5,0,High,1,0,0,0
2926,49,Male,Married,Assistant Sub-Inspector,Patrol,5.3,63.00311440799919,0.78,24.955241823708622,2,1.94,8,0,4,3,2,1,Low,1,0,0,0
2927,25,Male,Single,Constable,Traffic,5.9,55.222437833571824,0.63,22.08047801052525,1,1.06,8,0,4,4,3,0,Low,0,0,1,1
2928,24,Female,Single,Constable,Investigation,2.8,48.09959449478214,0.52,54.342833808990115,4,2.88,5,1,1,5,4,0,Medium,1,0,1,0
2929,42,Male,Divorced,Constable,Investigation,1.6,68.0121389132679,0.14,46.19359947646896,2,2.42,6,0,3,1,4,1,Low,1,1,0,0
2930,39,Male,Married,Constable,Patrol,1.2,57.86566506141805,0.18,50.30636496050933,3,4.33,3,0,2,4,1,0,Medium,1,1,0,1
2931,32,Male,Married,Sub-Inspector,Investigation,12.0,62.304684287092186,0.69,30.36768545936098,2,3.17,5,0,3,3,2,1,Low,0,0,0,0
2932,45,Male,Single,Assistant Sub-Inspector,Patrol,9.0,38.371358699520854,0.69,18.491481148149887,3,3.98,10,0,3,3,3,1,Medium,0,0,0,1
2933,31,Male,Married,Sub-Inspector,Patrol,9.6,55.38648715474494,0.31,27.593190687668848,2,2.25,6,0,2,2,2,0,Low,0,0,0,0
2934,40,Male,Single,Head Constable,Investigation,5.4,57.43547150246156,0.42,19.07226876183418,4,3.95,1,0,4,5,3,1,Low,0,0,0,0
2935,35,Female,Married,Assistant Sub-Inspector,Traffic,12.6,62.44415248128533,0.31,30.37446235529098,1,1.59,7,0,1,5,2,0,Medium,0,1,0,1
2936,30,Male,Single,Sub-Inspector,Traffic,22.5,53.45862806093477,0.34,29.91957853012013,1,1.01,7,0,2,2,3,1,Medium,0,0,0,0
2937,33,Male,Married,Constable,Patrol,8.0,54.39842026202433,0.48,36.0863478385397,0,0.0,12,0,2,2,2,1,Medium,0,0,0,0
2938,45,Male,Married,Head Constable,Traffic,3.8,59.981103718781014,0.48,7.522182579591199,3,3.35,8,0,2,3,4,1,Low,0,0,0,1
2939,33,Male,Married,Head Constable,Traffic,7.8,53.60581361210137,0.46,22.60620233383344,0,0.0,6,1,3,3,5,0,High,0,0,0,0
2940,48,Male,Married,Constable,Intelligence,5.6,57.232458221814085,0.41,22.186168364214193,3,4.23,9,0,4,1,3,0,Medium,0,1,0,1
2941,37,Male,Married,Constable,Anti-Terror,1.8,53.29733597509172,0.3,36.352547069897575,3,6.11,6,0,3,4,2,0,Low,0,1,1,0
2942,34,Female,Single,Deputy SP,Traffic,18.9,64.73546002441913,0.68,29.64159286169851,3,3.11,9,0,5,3,3,0,Medium,1,1,0,0
2943,28,Male,Single,Constable,Patrol,20.3,57.70802203878533,0.08,58.05420149992263,0,0.0,4,0,5,2,1,0,Low,1,1,1,0
2944,41,Male,Married,Constable,Cyber Crime,1.3,63.79439079314645,0.16,25.56506487219093,0,0.0,6,0,3,3,4,1,High,0,1,0,0
2945,38,Female,Divorced,Inspector,Special Operations,31.8,72.30396791655342,0.33,41.490932837022235,7,16.26,10,0,3,2,1,0,Medium,1,0,0,1
2946,35,Male,Divorced,Deputy SP,Special Operations,25.3,50.90257048914309,0.22,38.28980997506398,3,8.39,7,0,2,5,2,0,Medium,0,0,0,0
2947,37,Female,Married,Inspector,Patrol,13.8,51.22177287623474,0.48,35.816356688555715,0,0.0,5,0,4,5,4,1,Medium,1,0,0,0
2948,35,Male,Single,Deputy SP,Traffic,19.7,65.34421732471773,0.28,32.66309839053226,2,1.45,9,1,3,1,4,0,Very High,0,1,1,0
2949,26,Male,Married,Inspector,Patrol,13.3,55.38526620700515,0.62,41.218462393333446,1,1.11,2,0,1,5,2,1,Low,0,0,0,0
2950,41,Male,Divorced,Sub-Inspector,Traffic,29.1,50.48961556294602,0.15,45.32772657412491,5,6.91,7,0,3,5,3,0,Low,0,0,0,0
2951,51,Male,Married,Assistant Sub-Inspector,Special Operations,13.7,57.34153782790641,0.19,39.2380164293308,9,16.03,5,1,2,4,1,0,Low,0,0,0,1
2952,50,Female,Married,Constable,Traffic,2.2,66.6977255610436,0.12,21.668080080757743,4,5.8,4,0,2,3,5,0,Medium,0,0,1,0
2953,37,Female,Married,Constable,Patrol,15.3,62.41962509485595,0.35,32.28776879382516,3,3.89,10,0,3,1,5,0,Low,0,0,1,0
2954,34,Male,Married,Constable,Patrol,1.1,35.0,0.6,13.819477972863957,0,0.0,2,1,5,4,4,0,Medium,0,1,0,0
2955,37,Male,Single,Head Constable,Investigation,3.4,35.0,0.36,36.1650369714888,1,1.17,7,1,4,4,1,1,Low,0,0,1,0
2956,31,Female,Married,Head Constable,Cyber Crime,13.1,52.923047662219204,0.68,7.799201409879014,3,4.09,9,0,3,5,2,0,Low,0,0,0,0
2957,38,Male,Married,Constable,Cyber Crime,0.5,52.04298024926308,0.28,10.00420161474573,1,0.71,6,0,5,3,5,0,High,0,1,0,0
2958,39,Female,Married,Sub-Inspector,Investigation,10.1,38.75829141699201,0.09,26.735055266812424,0,0.0,8,0,4,5,2,0,Low,0,0,0,0
2959,26,Male,Single,Head Constable,Traffic,4.6,65.33336844191606,0.71,33.39367627349903,0,0.0,3,0,4,5,3,0,Medium,0,1,1,0
2960,33,Female,Married,Head Constable,Investigation,7.8,51.87231301295377,0.6,51.17397435185023,4,5.36,6,0,3,2,2,0,Medium,1,0,0,1
2961,43,Male,Married,Constable,Women & Child Protection,9.9,53.795694194870734,0.17,46.788113743658876,2,3.4,7,0,1,3,3,0,High,1,0,1,0
2962,43,Male,Married,Assistant Sub-Inspector,Investigation,6.2,65.15138399658024,0.42,19.019711965310925,3,2.8,8,0,4,4,1,0,High,0,1,1,1
2963,26,Male,Widowed,Head Constable,Patrol,3.2,50.17251524076106,0.14,14.094387005157332,0,0.0,4,0,2,2,3,0,Low,0,0,0,0
2964,45,Male,Married,Constable,Patrol,1.6,56.810295295035424,0.64,24.396793122004155,1,1.19,6,0,5,2,3,0,Medium,0,0,0,0
2965,34,Male,Widowed,Constable,Investigation,5.1,54.046419508641044,0.91,29.013256181542,2,1.81,6,1,3,2,2,1,High,0,1,0,1
2966,36,Male,Married,Sub-Inspector,Intelligence,20.2,57.62314478422955,0.58,30.91875217270003,1,1.59,6,1,3,3,3,0,High,0,1,1,1
2967,35,Male,Married,Specialized Tactical,Anti-Terror,9.2,58.20069775932869,0.2,59.393954087059306,7,15.19,9,1,2,4,3,0,Medium,0,0,0,1
2968,21,Female,Married,Head Constable,Special Operations,14.2,46.7685177652809,0.69,28.22300503557634,3,9.62,5,0,2,4,5,0,Medium,1,1,1,0
2969,39,Male,Divorced,Head Constable,Patrol,11.2,60.34056560977517,0.34,33.444422881650056,4,4.42,7,0,5,2,2,0,Medium,0,0,1,0
2970,23,Female,Single,Constable,Intelligence,0.5,42.06988279645337,0.33,38.515401428068415,1,1.28,10,0,4,3,1,0,Medium,0,1,0,0
2971,43,Male,Single,Head Constable,Cyber Crime,3.3,61.36100327572497,0.24,12.461393066506787,3,2.94,5,1,2,4,1,0,Medium,0,0,0,0
2972,26,Male,Married,Assistant Sub-Inspector,Special Operations,13.5,51.26639296952368,0.12,33.32913325094333,3,6.79,9,0,5,2,4,0,Low,0,1,0,0
2973,44,Male,Married,Head Constable,Intelligence,11.5,56.64058122626013,0.13,16.826668940528407,1,0.96,8,1,1,4,1,0,Medium,0,0,0,0
2974,38,Male,Married,Constable,Patrol,3.4,51.768077153634756,0.34,51.01267595984009,2,1.72,7,0,4,4,2,1,Very High,0,1,0,0
2975,41,Male,Married,Inspector,Patrol,10.1,66.51683249490581,0.32,77.5763745527391,2,3.15,2,1,3,3,1,0,High,0,1,1,1
2976,30,Male,Married,Specialized Tactical,Patrol,11.3,35.54592075539024,0.64,57.826518776827484,2,3.01,4,0,3,5,2,0,Medium,0,0,1,0
2977,22,Male,Married,Constable,Traffic,0.8,55.57898921049008,0.22,21.741836790618258,1,1.01,6,0,4,2,2,0,High,0,0,1,1
2978,28,Male,Married,Sub-Inspector,Patrol,21.6,58.49129125290738,0.23,46.555065834042814,3,4.09,3,0,5,3,5,0,Low,0,1,1,0
2979,39,Male,Single,Deputy SP,Intelligence,35.0,60.88760527838258,0.19,14.646050079246447,3,2.16,3,1,5,3,2,1,Low,0,1,0,0
2980,40,Male,Married,Head Constable,Cyber Crime,16.8,65.20816389840337,0.73,33.90050298220666,4,5.77,6,0,1,2,2,1,Low,0,1,0,0
2981,29,Male,Married,Head Constable,Investigation,19.7,60.41093658047064,0.27,11.324383624315269,6,8.22,10,0,4,3,1,0,Low,1,0,1,0
2982,47,Male,Married,Constable,Traffic,2.9,70.91328484398709,0.32,30.913811677134824,1,1.43,7,1,3,3,1,0,High,0,1,0,1
2983,36,Male,Single,Head Constable,Patrol,3.6,55.98281726903418,0.52,18.24964384292578,0,0.0,7,0,2,3,2,0,Medium,0,0,1,0
2984,23,Male,Widowed,Constable,Patrol,1.1,52.82522675692335,0.41,43.73704759223546,3,3.49,5,0,2,5,2,0,Medium,0,1,0,1
2985,38,Female,Single,Head Constable,Women & Child Protection,7.0,50.17584913080935,0.49,32.08415810767988,3,5.37,8,0,2,1,4,0,Low,0,1,0,0
2986,30,Female,Single,Constable,Investigation,11.9,57.07979503098502,0.49,55.002094075367296,3,2.41,8,1,4,4,5,0,Low,1,1,0,0
2987,43,Male,Married,Sub-Inspector,Patrol,30.3,70.47981088445962,0.28,31.410209688080215,1,0.77,3,0,3,3,1,0,Medium,1,1,1,0
2988,38,Male,Single,Inspector,Intelligence,18.8,43.27242006043787,0.2,31.284558895830738,2,2.73,6,2,2,4,3,0,Low,0,0,1,0
2989,37,Female,Single,Head Constable,Special Operations,3.0,69.05863430344633,0.64,21.333787785974682,7,7.74,7,1,3,4,2,0,High,0,0,0,1
2990,34,Male,Divorced,Head Constable,Intelligence,21.3,58.94250351068658,0.49,48.51726324755291,1,1.4,13,0,5,4,2,0,Medium,1,0,0,0
2991,45,Female,Married,Constable,Investigation,3.3,70.80255272864657,0.38,68.85750639294395,2,1.52,2,0,4,3,3,0,Medium,0,0,0,0
2992,29,Female,Married,Head Constable,Patrol,3.1,56.111975838332604,0.14,53.10673767178294,1,1.4,10,1,3,3,4,0,Medium,0,0,0,0
2993,39,Male,Widowed,Constable,Patrol,8.3,42.908043537648126,0.44,13.817835148774776,2,2.97,7,0,2,3,2,1,Low,0,0,0,0
2994,36,Male,Single,Sub-Inspector,Traffic,15.6,54.153787623202724,0.14,19.580490480677156,0,0.0,4,0,1,5,3,0,Medium,1,0,0,0
2995,28,Male,Single,Constable,Investigation,0.5,54.679669798224786,0.12,46.109042553918385,2,2.42,8,0,4,1,4,1,Low,1,0,0,0
2996,35,Male,Divorced,Inspector,Cyber Crime,10.1,47.7432027548749,0.63,30.256506456291834,3,4.07,5,0,1,2,4,0,High,1,0,0,0
2997,28,Male,Single,Head Constable,Cyber Crime,4.2,49.64271314355702,0.38,23.961305499160098,2,2.73,8,0,5,3,2,0,Low,0,0,0,0
2998,52,Male,Married,Sub-Inspector,Patrol,19.7,58.9814009395058,0.48,50.66963883742686,0,0.0,7,0,1,4,2,0,Medium,0,0,0,0
2999,44,Female,Single,Constable,Patrol,13.1,62.176418955165175,0.35,13.385018396256985,2,1.59,5,0,2,2,2,0,Low,1,1,1,0
3000,23,Male,Married,Constable,Intelligence,3.9,53.06648787024771,0.34,17.054994476456947,2,1.71,5,0,3,1,4,1,Low,0,0,0,0
3001,32,Male,Married,Deputy SP,Investigation,32.3,47.33505723180617,0.45,23.498016323676083,0,0.0,4,0,4,2,2,1,Very High,1,0,0,0
3002,41,Female,Single,Constable,Anti-Terror,2.7,37.9297412351538,0.3,16.45894516703405,4,7.81,4,0,3,1,3,0,Medium,0,0,0,0
3003,45,Male,Single,Inspector,Patrol,35.0,56.54739812249675,0.34,41.931714440148866,0,0.0,2,0,3,5,2,1,Medium,0,1,0,0
3004,43,Male,Single,Head Constable,Investigation,5.8,54.40906095496987,0.64,54.95056940967604,3,4.44,5,0,1,1,3,0,Medium,0,0,0,0
3005,51,Male,Single,Constable,Intelligence,1.1,53.73354544850191,0.52,36.513917568677186,4,4.59,7,0,3,4,2,1,Low,1,0,0,0
3006,37,Female,Single,Sub-Inspector,Investigation,17.5,51.0290923576602,0.16,29.83300237351928,3,3.11,7,0,3,3,2,0,Low,1,1,1,0
3007,46,Male,Married,Head Constable,Women & Child Protection,5.1,56.75572524061738,0.47,48.83812200571034,0,2.73,7,0,2,3,3,0,Low,0,1,0,0
3008,27,Male,Married,Constable,Investigation,0.6,38.11610959542942,0.33,37.883533745323945,2,1.61,6,1,4,3,2,0,Medium,0,0,0,0
3009,43,Male,Married,Constable,Intelligence,3.3,61.345198535533804,0.53,47.2229624620051,1,0.78,4,0,2,5,1,0,Low,0,0,0,0
